TransactionID,CustomerID,Amount,TransactionType,Location,DeviceType,TimeOfDay,PreviousFraud,TransactionSpeed,Fraud
46,3747,7882.47114425447,Deposit,Chicago,POS,Night,0,30.3144628376381,0
47,1975,2979.168997312509,Transfer,Houston,Mobile,Morning,0,34.29304492493544,0
48,2806,1364.9098939130608,Transfer,Houston,Mobile,Morning,0,46.34561492812085,0
49,1189,1464.83018058718,Withdrawal,Miami,Mobile,Afternoon,0,32.67037426219074,0
50,4005,6977.341856199553,Purchase,Chicago,Mobile,Night,0,32.03398478387632,0
51,3734,6431.637844950875,Withdrawal,Miami,Laptop,Morning,0,29.394308293270523,0
52,4005,7829.629285771353,Purchase,Los Angeles,ATM,Night,0,26.2315900844751,0
53,1562,9375.436912267056,Purchase,Miami,ATM,Night,1,37.75757851565655,0
54,2899,6922.354359033254,Purchase,Los Angeles,Mobile,Night,0,2.4395718939101605,0
55,4638,1566.9568501489202,Withdrawal,Los Angeles,ATM,Afternoon,0,43.66945901171217,0
56,2267,2441.9917414864526,Deposit,Chicago,POS,Morning,0,19.565442270106715,0
57,3879,8423.515371422414,Transfer,Los Angeles,Mobile,Morning,0,22.985608333918446,0
58,2528,2100.9676975837438,Deposit,Los Angeles,Laptop,Morning,1,37.23908705295255,0
59,4202,734.4979463752693,Deposit,Miami,Mobile,Afternoon,0,15.595174157862834,0
60,4556,,Purchase,Chicago,POS,Afternoon,1,39.86786997073248,0
61,4890,4031.238291346519,Purchase,Chicago,ATM,Afternoon,1,8.533452084122771,0
62,1646,9201.200124933577,Withdrawal,Los Angeles,ATM,Afternoon,0,39.31903270135114,0
63,3068,6506.048160225679,Withdrawal,Miami,ATM,Morning,0,43.317523260324485,0
64,3888,913.2855881386909,Transfer,Miami,Laptop,Afternoon,0,42.27331307774391,0
65,3214,9479.08710686407,Deposit,Miami,Mobile,Morning,0,46.676456826315004,0
66,2297,2592.9870637660565,Deposit,Miami,Laptop,Night,0,31.49585435562795,0
67,3435,3378.7527791587945,Transfer,New York,POS,Morning,1,52.02124594161191,1
68,1600,4028.581532698585,Purchase,Los Angeles,Laptop,Night,1,14.779564367527882,1
69,3363,521.7307210790893,Withdrawal,Los Angeles,Mobile,Afternoon,0,23.617160628339516,0
70,3061,4970.189068083742,Transfer,Los Angeles,ATM,Night,1,57.4337396486837,0
71,1241,1241.9517258421695,Deposit,Chicago,ATM,Afternoon,0,47.54723765968399,0
72,3041,,Transfer,Chicago,ATM,Morning,0,44.81470289242035,0
73,3824,3513.590782040922,Transfer,Miami,ATM,Morning,0,42.96137593285865,0
74,4417,7730.672433430768,Deposit,Chicago,Laptop,Afternoon,1,7.518939950825248,0
75,3612,8033.673411210984,Deposit,Houston,Mobile,Morning,0,57.08748958258359,0
76,3945,1542.5946950669893,Withdrawal,Los Angeles,Mobile,Night,0,18.256750653774592,0
77,2363,3671.84636191847,Withdrawal,Los Angeles,Mobile,Night,0,9.518011385595681,0
78,3139,3739.7980787079987,Deposit,New York,Laptop,Night,1,2.0988903853970218,1
79,2390,1522.5903349214896,Withdrawal,New York,ATM,Afternoon,0,23.8185389869123,0
80,4003,7986.550515461393,Withdrawal,Houston,ATM,Night,0,40.6837431873495,0
81,2478,7075.211000070878,Withdrawal,New York,Mobile,Night,0,24.11550007111874,0
82,4499,1911.914045107377,Deposit,Miami,ATM,Night,0,48.716061196281025,0
83,3556,3673.5518668520526,Purchase,Miami,Laptop,Night,1,11.712524749943512,1
84,1775,1066.992198316577,Purchase,Los Angeles,POS,Night,0,11.013631652293242,0
85,1034,6285.783904959509,Withdrawal,Miami,ATM,Night,0,16.71354963742145,0
86,3253,1222.5055262407104,Purchase,New York,POS,Afternoon,0,4.20234473625763,0
87,4152,9859.482344562928,Withdrawal,Houston,POS,Night,0,50.50440409853517,0
88,2955,7809.0139261317445,Purchase,Miami,POS,Afternoon,1,8.962024705171867,1
89,2585,3908.4831103441106,Purchase,Los Angeles,ATM,Afternoon,0,23.423386649208737,0
90,4943,5789.853683470751,Transfer,Los Angeles,POS,Afternoon,0,28.315431735704973,0
91,4459,9114.304744001924,Withdrawal,New York,ATM,Night,1,14.858994060456151,0
92,4073,5545.451811154303,Purchase,Miami,Mobile,Night,0,53.1895419554138,0
93,2021,1753.2398791155722,Purchase,New York,Laptop,Afternoon,0,44.4097903129558,0
94,4461,3793.2465222557817,Transfer,Los Angeles,POS,Afternoon,0,2.660499232058597,0
95,3613,8433.017201647157,Purchase,Houston,POS,Night,0,26.88080198219816,0
96,2129,6445.688029736282,Transfer,Miami,Mobile,Morning,0,9.12875839875799,0
97,4843,6510.736599494665,Purchase,Houston,Laptop,Morning,1,38.697902498967956,1
98,4893,8669.546642028006,Transfer,Miami,Mobile,Morning,0,30.102345169801634,0
99,2500,8940.790844050422,Transfer,Los Angeles,Laptop,Night,0,48.70210310006191,0
100,1702,9198.727792076568,Deposit,Miami,POS,Afternoon,0,41.3646294532688,0
101,3449,957.5434405990295,Withdrawal,Los Angeles,Laptop,Morning,0,49.29329908651513,0
102,3777,5445.818759611378,Deposit,Chicago,Mobile,Afternoon,0,52.70357257656411,0
103,2579,7407.690116971003,Withdrawal,Los Angeles,POS,Night,0,11.657715651036304,0
104,1161,7571.6991828188675,Purchase,Los Angeles,Mobile,Afternoon,1,35.429910632377386,0
105,1201,6071.0948576803385,Withdrawal,Miami,POS,Morning,0,10.391900974696728,0
106,2981,1676.205478484905,Deposit,Houston,ATM,Night,0,15.357575457127833,0
107,1995,7976.2313338772265,Withdrawal,Los Angeles,POS,Afternoon,1,14.418826348568832,0
108,3317,7203.9122218143075,Deposit,Miami,Laptop,Night,0,21.8333462476188,0
109,4934,870.4963577748725,Withdrawal,Los Angeles,Laptop,Morning,0,47.48426205649706,0
110,1815,4643.460148497019,Purchase,New York,Laptop,Morning,0,19.72473952001746,0
111,4342,1748.0342212228177,Purchase,New York,Laptop,Morning,0,44.96148235834005,0
112,1455,3381.395686672589,Withdrawal,New York,Laptop,Night,0,1.0477855602296593,0
113,4533,190.6301111347975,Withdrawal,New York,ATM,Night,1,35.138352329665416,1
114,4798,4009.2953854234747,Purchase,Houston,POS,Morning,0,17.59090932087905,0
115,2275,5503.270442350542,Withdrawal,Los Angeles,POS,Night,1,44.7709910074424,1
116,2016,6199.630102342598,Transfer,New York,ATM,Night,0,59.4747439906872,0
117,4773,6638.2685478358135,Purchase,Miami,ATM,Morning,0,32.405124999147304,0
118,3343,,Purchase,New York,Laptop,Morning,0,32.442518848746346,0
119,4796,2162.474443684543,Deposit,Chicago,Mobile,Afternoon,1,58.490552104934075,1
120,3767,1213.6134061602947,Deposit,Chicago,Mobile,Morning,0,22.194471432711588,0
121,4820,8516.856347260278,Transfer,Houston,Laptop,Night,0,24.381131634038944,0
122,1337,1574.5620207775723,Withdrawal,Chicago,ATM,Afternoon,0,42.10050351192894,0
123,1878,9747.85321254859,Transfer,Miami,POS,Night,1,30.099084725259043,1
124,2076,8426.956911692383,Withdrawal,New York,Mobile,Afternoon,0,46.36401279696291,0
125,1791,5013.7572928370955,Deposit,Chicago,Mobile,Night,0,25.270310921821626,0
126,4993,9814.400034971031,Withdrawal,Chicago,ATM,Afternoon,0,41.645992470533486,0
127,3264,982.793523788962,Deposit,Houston,Laptop,Afternoon,1,46.43690253407319,0
128,1763,3037.6269541392653,Purchase,Chicago,POS,Night,1,38.926663254138276,1
129,3235,6385.861906255708,Purchase,New York,Laptop,Afternoon,0,12.928948396613565,0
130,1379,3506.5686160470555,Withdrawal,Los Angeles,Laptop,Night,1,31.458071706064693,1
131,1492,9284.44179428811,Deposit,New York,Laptop,Night,0,58.02198536207531,0
132,4112,665.6046208963975,Transfer,Chicago,Laptop,Afternoon,0,7.150644856175319,0
133,2180,5498.624202289036,Deposit,Chicago,Mobile,Morning,1,42.60593506319891,1
134,3062,5912.754011277194,Deposit,Chicago,ATM,Morning,0,47.49918364759417,0
135,4884,,Deposit,Houston,POS,Morning,0,40.82657761270302,0
136,1064,2564.1055710848264,Purchase,Miami,Mobile,Night,0,7.644448340682386,0
137,4928,3652.018610923446,Deposit,New York,POS,Night,0,5.4120728764053245,0
138,4910,8438.368491353127,Withdrawal,Chicago,POS,Morning,0,30.89553031514895,0
139,3568,1957.4782620118967,Purchase,Los Angeles,Mobile,Night,0,19.93947828853376,0
140,2367,8270.409793261886,Purchase,Houston,Mobile,Morning,0,24.040150531489854,0
141,2152,5630.927674798397,Purchase,Miami,POS,Night,1,17.09610376120038,0
142,3027,7624.25323682888,Deposit,Chicago,POS,Night,0,49.36106941249199,0
143,3695,7138.93758897208,Transfer,New York,ATM,Night,0,51.15263908173435,0
144,2495,2083.039838894941,Deposit,Los Angeles,Mobile,Morning,0,1.9627207274180227,0
145,4134,5692.43923697439,Deposit,Houston,Mobile,Afternoon,0,48.985774119808326,0
146,2162,8678.554296522872,Transfer,New York,POS,Night,0,40.728003994378696,0
147,2522,4326.841205651274,Deposit,New York,POS,Night,1,27.808946286133445,0
148,3640,9666.241794530933,Withdrawal,Houston,Laptop,Morning,0,5.882369096652644,0
149,1391,4527.628850016164,Transfer,New York,POS,Morning,0,40.45272391728811,0
150,2698,1436.428510312168,Withdrawal,Los Angeles,POS,Night,1,16.538778699424483,1
151,1418,3900.4524539759555,Withdrawal,Los Angeles,ATM,Night,1,33.430940932643146,1
152,3336,9517.507039841466,Purchase,New York,POS,Afternoon,0,14.084280699194387,0
153,1378,3204.011284905144,Purchase,Chicago,Laptop,Night,0,52.79330044858418,0
154,2796,8682.300617071958,Transfer,New York,Laptop,Night,1,21.598638883652754,0
155,4561,8813.69431000208,Deposit,Chicago,Mobile,Night,0,41.51531912065229,0
156,3278,3508.363378076291,Withdrawal,New York,Laptop,Afternoon,1,30.118137202634912,0
157,4065,841.7440039258149,Deposit,Miami,Mobile,Night,0,54.94580104585419,0
158,3088,7248.333512496594,Withdrawal,Los Angeles,POS,Afternoon,0,14.446264720243933,0
159,4099,3122.0078671497204,Purchase,New York,Laptop,Morning,1,57.36292698013268,0
160,3182,7831.406906433148,Purchase,Los Angeles,ATM,Night,0,45.388019091601244,0
161,1200,4432.121934121727,Purchase,Houston,ATM,Night,0,42.36191444252715,0
162,2863,4857.814756002789,Transfer,Miami,Laptop,Night,0,50.59446136795633,0
163,1779,7781.314973417882,Withdrawal,Chicago,Mobile,Night,0,39.44893381988722,0
164,3977,3829.8096773056627,Deposit,Houston,Mobile,Afternoon,1,7.5001020676142485,0
165,4104,,Withdrawal,Miami,Mobile,Morning,0,42.207022982825734,0
166,4119,3768.1427830085254,Deposit,Houston,Laptop,Morning,1,26.825440308678242,0
167,1502,3679.731747620027,Deposit,Los Angeles,POS,Afternoon,1,33.65684397318091,0
168,3454,5264.20630324558,Deposit,Miami,POS,Afternoon,0,25.09157794006865,0
169,4645,8089.906450566496,Withdrawal,Houston,POS,Afternoon,1,11.095376500244246,0
170,2751,3624.065436106433,Purchase,Chicago,Mobile,Afternoon,0,29.602560778598352,0
171,1804,5247.30465817199,Transfer,Miami,Laptop,Night,1,4.707277799892939,0
172,3146,,Transfer,Miami,ATM,Night,1,4.168679759140323,0
173,3731,2701.700068573514,Purchase,Houston,POS,Afternoon,0,32.459277152806166,0
174,2895,2782.452820974902,Transfer,New York,POS,Night,1,11.638279654513044,0
175,3773,9334.797138964313,Deposit,Chicago,Mobile,Night,0,37.794961647941655,0
176,2570,7238.110387577575,Transfer,Chicago,POS,Morning,0,12.265462272506447,0
177,1960,5776.094895470856,Withdrawal,Houston,Laptop,Night,0,48.50859601399676,0
178,4810,6480.7233436619135,Purchase,Los Angeles,POS,Morning,0,9.62954906350417,0
179,3660,302.7014366031495,Purchase,Los Angeles,Mobile,Night,0,27.193750893584706,0
180,2485,6184.848625961352,Purchase,New York,Laptop,Morning,0,28.478812864893136,0
181,3690,5099.993643509777,Purchase,New York,Mobile,Morning,0,37.58768507442868,0
182,4840,5462.039300996562,Withdrawal,Houston,ATM,Morning,0,24.734134850938673,0
183,2028,3600.6440300398626,Deposit,Los Angeles,POS,Morning,1,39.75241508543021,1
184,4289,823.9242381522895,Deposit,Chicago,Laptop,Afternoon,0,46.222348702605665,0
185,1502,1941.4589437844013,Deposit,Los Angeles,Laptop,Night,0,8.249404850995578,0
186,3814,9507.939684994592,Transfer,Houston,POS,Afternoon,0,5.329843793261998,0
187,1397,4092.90862708663,Deposit,Los Angeles,ATM,Night,0,40.97025282546267,0
188,1870,4672.164726750333,Transfer,Miami,ATM,Afternoon,0,51.34665168682455,0
189,3842,,Withdrawal,Houston,POS,Night,1,29.30586260046557,1
190,1392,385.2866331443661,Transfer,Miami,POS,Afternoon,0,38.3193657121664,0
191,1206,7174.64265599711,Deposit,Houston,POS,Afternoon,0,18.587857620942437,0
192,2038,5385.565694569902,Purchase,Chicago,Mobile,Morning,1,52.596329804143735,0
193,2881,5091.972782320504,Withdrawal,Houston,Laptop,Afternoon,0,46.51861892079231,0
194,4625,,Deposit,Houston,Laptop,Morning,0,35.643746494694405,0
195,3939,7450.059808982923,Deposit,Houston,POS,Morning,1,19.08937169072501,0
196,2484,1690.6834252938338,Deposit,Houston,Mobile,Afternoon,0,26.845507296470537,0
197,4762,1907.4480891735902,Withdrawal,New York,Mobile,Night,0,17.488141750992114,0
198,4646,4612.514591769272,Purchase,Miami,Laptop,Afternoon,1,26.459937175142915,1
199,1863,2869.93582249829,Purchase,Houston,ATM,Morning,1,3.937233006459508,1
200,3790,2482.1551825191323,Purchase,Houston,POS,Morning,0,7.233114694966071,0
201,4312,6455.924069087783,Deposit,New York,POS,Afternoon,0,13.815924848934866,0
202,1563,6513.20773473326,Transfer,Los Angeles,Mobile,Afternoon,0,54.3358369803889,0
203,2020,8246.925527301293,Deposit,New York,Laptop,Afternoon,0,28.458747378753973,0
204,1095,4182.908584060029,Purchase,New York,Mobile,Afternoon,0,29.353842002750046,0
205,2923,740.1200593512409,Withdrawal,New York,ATM,Night,0,32.19422693926968,0
206,2757,2743.927185365362,Transfer,Houston,Laptop,Morning,0,30.51105786308392,0
207,3532,9800.254577336202,Transfer,New York,POS,Afternoon,1,6.086298204387591,0
208,4478,5966.623166574694,Deposit,New York,Laptop,Afternoon,1,20.08625811653359,0
209,3278,7100.273477162193,Withdrawal,New York,Laptop,Afternoon,1,4.981256579115293,1
210,3796,83.50471795789122,Transfer,Houston,POS,Morning,0,5.10812217847557,0
211,2678,5186.875264503384,Purchase,Chicago,ATM,Morning,1,5.556080556642414,0
212,4242,384.91128874271317,Deposit,Chicago,Mobile,Morning,0,53.948832081190766,0
213,1540,5696.609818793565,Deposit,Los Angeles,ATM,Afternoon,0,13.9191347493251,0
214,2059,9208.500787864394,Purchase,Houston,ATM,Morning,0,4.9717880189629415,0
215,3572,9684.507113699074,Purchase,New York,ATM,Afternoon,1,1.1684839481700933,1
216,2183,5410.1212271353525,Purchase,New York,Laptop,Afternoon,0,37.18255718018473,0
217,4910,4587.4660044696375,Transfer,New York,ATM,Night,0,37.4015713357748,0
218,2722,9450.720771542456,Withdrawal,Chicago,Laptop,Night,0,16.631356657401103,0
219,4314,6739.362221646984,Transfer,New York,Laptop,Night,1,17.523947531121046,1
220,4157,658.3438025887106,Withdrawal,New York,Mobile,Morning,1,20.953250667682745,0
221,2819,4662.5985208983,Deposit,Chicago,Mobile,Night,1,21.891612478968568,0
222,3625,2410.047734458396,Withdrawal,New York,ATM,Morning,1,46.843271743668076,1
223,3729,4703.345171272329,Purchase,Los Angeles,Laptop,Afternoon,0,56.436661307054116,0
224,3604,4560.101064343554,Transfer,Miami,POS,Night,0,35.704356187875035,0
225,2597,5825.626580119273,Purchase,Los Angeles,Laptop,Night,1,24.12988528243205,0
226,4060,3574.13719858902,Deposit,Houston,Mobile,Morning,1,18.39282307871638,1
227,3693,1651.0617900647212,Transfer,Los Angeles,POS,Morning,0,49.939857420376455,0
228,1795,5042.157151553663,Transfer,Los Angeles,Laptop,Night,0,6.314745320874884,0
229,2051,8303.726814614163,Purchase,Chicago,ATM,Morning,0,26.558010488786568,0
230,2643,6643.482158395347,Transfer,Houston,Laptop,Morning,1,40.25270608149888,0
231,4627,3390.294980592906,Purchase,Los Angeles,POS,Morning,1,15.782752136892842,0
232,2363,9355.874997360983,Withdrawal,Miami,ATM,Afternoon,1,8.939239141532292,1
233,4869,9122.95363677933,Deposit,Los Angeles,POS,Night,1,39.455734124972594,1
234,2981,2101.390509847147,Purchase,New York,Mobile,Morning,0,36.3729138979906,0
235,2354,,Deposit,Chicago,Mobile,Morning,0,37.53822483057394,0
236,2663,7415.673996424115,Transfer,New York,Laptop,Afternoon,1,58.714662318481416,0
237,2529,8277.826510878042,Deposit,Houston,Laptop,Afternoon,0,20.056902012966756,0
238,3038,9678.967013854039,Deposit,Houston,Mobile,Afternoon,0,59.16338471099046,0
239,4419,8899.465576942224,Deposit,Chicago,POS,Afternoon,0,3.7645601058238687,0
240,2496,6009.342334382084,Transfer,Los Angeles,POS,Night,0,3.384373517912247,0
241,4302,5305.222868731685,Withdrawal,Houston,ATM,Night,0,51.660562332028476,0
242,3237,288.13210211323707,Withdrawal,Miami,ATM,Morning,1,19.99610372142443,1
243,4296,2474.0979039793306,Withdrawal,Chicago,ATM,Night,0,22.078274002245834,0
244,2408,4601.551369811935,Purchase,New York,Mobile,Morning,1,4.019171394541628,1
245,2400,6288.753961834843,Purchase,Miami,Mobile,Night,0,1.140210498205531,0
246,2306,5576.945814850923,Transfer,Chicago,Mobile,Night,0,38.34206741236524,0
247,3680,7428.933536920088,Withdrawal,Miami,Laptop,Night,0,31.838976654785604,0
248,3675,2804.8716395615384,Deposit,Chicago,POS,Morning,0,43.936173176882264,0
249,1972,5653.876550448208,Withdrawal,New York,Mobile,Morning,0,14.422128496653768,0
250,2768,890.5410114740134,Purchase,Los Angeles,ATM,Afternoon,0,51.00069644684337,0
251,2282,4142.518580596237,Transfer,Chicago,ATM,Morning,0,16.47027270953822,0
252,4430,7504.106721216464,Withdrawal,Houston,Mobile,Afternoon,0,27.426825212643614,0
253,1709,6937.074525756149,Purchase,New York,Mobile,Morning,0,22.72138697058413,0
254,2479,9906.520944350068,Purchase,New York,POS,Morning,0,51.45590346880208,0
255,2434,2786.1323486176825,Deposit,Miami,ATM,Night,0,49.439798287507934,0
256,1648,4986.911098748052,Withdrawal,Houston,POS,Morning,0,27.06025726827711,0
257,1317,3302.0088336022272,Deposit,Miami,Mobile,Night,0,22.089207323659792,0
258,4748,4411.625109451155,Withdrawal,New York,POS,Morning,0,47.342081563976016,0
259,4296,8570.931797395187,Transfer,Chicago,Laptop,Afternoon,0,13.617568518877112,0
260,4890,6845.248661132981,Withdrawal,Houston,Mobile,Morning,0,56.51539034218263,0
261,2257,8825.58750156234,Deposit,New York,ATM,Night,0,19.760144090493867,0
262,1683,2043.0759722355458,Deposit,Houston,ATM,Night,1,28.339663141222267,1
263,1663,8734.877567235966,Purchase,Chicago,POS,Night,1,48.68985774915029,0
264,2998,607.0251190420604,Withdrawal,Los Angeles,Mobile,Night,0,47.91393518762494,0
265,4898,8887.106811567153,Withdrawal,Miami,ATM,Morning,0,41.89485126927313,0
266,4445,3297.4470568126717,Transfer,Miami,POS,Night,0,7.832788335503005,0
267,4743,3152.730457806524,Purchase,New York,POS,Night,0,15.288467865111757,0
268,2631,5125.764881219653,Deposit,New York,Mobile,Morning,0,43.09919896916779,0
269,2495,9407.494975355085,Withdrawal,Chicago,ATM,Night,0,51.704800956171844,0
270,4304,487.3358331672396,Purchase,New York,ATM,Afternoon,0,10.924272919172129,0
271,4763,3528.7874409567457,Transfer,New York,ATM,Afternoon,0,59.36171910306385,0
272,2136,8567.154166946524,Purchase,New York,Mobile,Night,0,37.6512782006969,0
273,2853,3966.5842295803127,Withdrawal,Houston,Mobile,Afternoon,0,49.45210455185397,0
274,2520,1999.5774069946995,Withdrawal,Houston,Mobile,Night,1,47.345409707931736,0
275,3489,4253.693871500804,Transfer,Los Angeles,Laptop,Morning,0,7.3265573564064015,0
276,1563,3861.6694899017766,Transfer,Houston,POS,Afternoon,1,21.21503736820907,0
277,2291,9155.007852652367,Transfer,Miami,Laptop,Afternoon,0,28.04663468141948,0
278,4581,7621.72441367354,Deposit,Los Angeles,Laptop,Morning,0,16.343716010417694,0
279,4878,5056.104401882623,Purchase,New York,ATM,Afternoon,1,41.26116778197077,0
280,4457,9883.821961548496,Purchase,Miami,ATM,Night,0,34.124842381273716,0
281,4458,4658.122537446474,Purchase,Los Angeles,POS,Night,0,58.87542139918058,0
282,4184,591.7959298945495,Deposit,Los Angeles,POS,Afternoon,0,11.780267202311585,0
283,2636,2630.120474931699,Purchase,Miami,Mobile,Morning,0,34.108491767511936,0
284,4696,4366.344097390933,Transfer,Los Angeles,ATM,Night,0,54.10776208849803,0
285,3999,1577.45721521974,Purchase,Miami,Laptop,Night,0,3.3344114046630042,0
286,4152,9476.175611977189,Deposit,Los Angeles,POS,Afternoon,0,30.364249714482124,0
287,1698,7670.820489199553,Deposit,Los Angeles,POS,Morning,0,13.567020993701652,0
288,3160,2690.1891322734486,Purchase,Los Angeles,Laptop,Night,0,57.536195411695424,0
289,1001,5912.1372898439795,Deposit,Miami,Mobile,Morning,0,40.259131986815305,0
290,1641,,Deposit,Los Angeles,ATM,Afternoon,0,17.10295982160094,0
291,3267,9413.376499778911,Purchase,Houston,ATM,Afternoon,1,59.40046056880554,1
292,2589,8817.537138262353,Deposit,Houston,Laptop,Night,1,13.878296120634726,1
293,1854,5156.770339120755,Deposit,Houston,Mobile,Morning,0,20.52955694496056,0
294,2759,7748.779671732245,Purchase,Houston,Laptop,Morning,1,40.83395826219141,0
295,4296,5625.826090737574,Transfer,Houston,ATM,Afternoon,0,34.482833016752934,0
296,3432,5531.511861554945,Transfer,New York,Laptop,Afternoon,0,49.64421000075732,0
297,4474,1156.2721637985371,Deposit,Los Angeles,Laptop,Afternoon,0,40.48898236735011,0
298,2661,1270.115203581359,Withdrawal,Chicago,ATM,Afternoon,1,35.1126683779902,0
299,2153,5300.04081407435,Withdrawal,New York,ATM,Afternoon,0,20.795620984618406,0
300,2076,2695.926834340276,Purchase,Miami,ATM,Night,0,18.45377211234752,0
301,2707,220.15865558008164,Purchase,New York,Laptop,Night,0,6.7795932875470255,0
302,3777,7231.16364696312,Transfer,Chicago,Laptop,Morning,0,24.773907708436607,0
303,2695,334.54110093474793,Withdrawal,New York,Laptop,Night,1,47.56072598722917,0
304,2733,5956.8156426295045,Purchase,Los Angeles,Mobile,Night,1,17.78589113504091,1
305,2439,5396.54600333187,Withdrawal,Houston,POS,Night,0,52.98635652419669,0
306,3294,9688.458758872266,Withdrawal,Los Angeles,Mobile,Morning,1,48.28004445935317,1
307,1835,4847.28926208294,Deposit,New York,POS,Night,0,59.86019756367642,0
308,4510,645.3783494141957,Deposit,Chicago,ATM,Morning,0,43.82224595926146,0
309,1202,5521.362798386552,Withdrawal,Miami,POS,Morning,0,3.9047265336083266,0
310,4255,8412.550744454853,Transfer,Los Angeles,Mobile,Night,1,36.01184536252163,0
311,1122,9968.524349971585,Purchase,Chicago,ATM,Night,1,18.804786973292455,1
312,1400,4309.128305153834,Purchase,Miami,POS,Night,1,56.96324438471251,0
313,1766,3209.7844375424575,Transfer,Houston,POS,Afternoon,0,43.01206128416527,0
314,1293,9067.466436550469,Deposit,Los Angeles,POS,Morning,0,47.182582566510895,0
315,3327,1920.5088694704525,Deposit,Los Angeles,Laptop,Morning,0,34.119755154531894,0
316,4908,6158.134861178937,Transfer,Houston,ATM,Afternoon,0,58.0515652342063,0
317,3931,4063.0870975676676,Transfer,Houston,Laptop,Afternoon,0,11.067488349847663,0
318,4681,420.4128259059973,Deposit,New York,ATM,Night,0,23.968262356865363,0
